subject,Position,Length,context,item,sentences,answer,yes_ratio
1734664829-ccecd092fbdc58af414ed424303d6e40,Subject,LFN,surface,14,그날 모임에 참석한 일곱 분의 선배들이 과일을 드실 기회가 있었지만%2C 아무도 과일을 먹지 않았다.<br>대부분 배가 부르거나 과일을 선호하지 않았기 때문이다.<br>결국 과일은 손대지 않은 채로 그대로 남아 있었다.<br><br> 요약문장: 모든 선배가 과일을 먹지 않았다.,예,1
1734664829-ccecd092fbdc58af414ed424303d6e40,Subject,LFN,inverse,23,매장을 방문한 친구 다섯 명 중 두 명은 컵을 구매했지만%2C 나머지 세 명은 컵을 사지 않았다.<br>컵을 구매한 친구들은 디자인이 마음에 들었지만%2C 다른 친구들은 디자인이 마음에 안들었다.<br><br><br> 요약문장: 모든 친구가 컵을 사지 않았다.,아니오,0
1734664829-ccecd092fbdc58af414ed424303d6e40,Subject,SFN,inverse,9,행사에 참석한 다섯 명의 참가자들 중에서 세 명은 콜라를 마셨지만%2C 나머지 참가자들은 마시지 않았다.<br>마시지 않은 참가자들은 이미 다른 음료를 마셨거나 탄산음료를 안 좋아했다.<br><br><br> 요약문장: 모든 참가자가 콜라를 안 먹었다.,아니오,0
1734664829-ccecd092fbdc58af414ed424303d6e40,Subject,SFN,inverse,17,그날 매장을 방문한 손님 세 명 중 한 명은 신발을 구매했지만%2C 나머지 손님들은 신발을 사지 않았다.<br>신발의 가격이 너무 비싸거나 디자인이 마음에 들지 않았기 때문이다.<br>팔리지 않은 신발은 그대로 매장에 진열된 채로 있었다.<br><br> 요약문장: 모든 손님이 신발을 안 샀다.,아니오,0
1734664829-ccecd092fbdc58af414ed424303d6e40,Object,LFN,surface,2,선생님이 옷 가게에 들어가서 옷 다섯 벌을 봤다.<br>그러나 선생님은 그 중 어떤 옷도 마음에 들지 않아 결국 아무것도 사지 않았다.<br>가게 주인은 선생님에게 할인을 제안했지만%2C 선생님은 끝내 옷을 사지 않고 가게를 나갔다.<br><br> 요약문장: 선생님이 모든 옷을 사지 않았다.,예,1
1734664829-ccecd092fbdc58af414ed424303d6e40,Subject,SFN,inverse,1,학생 세 명이 밖에서 눈싸움을 하고 나서 감기에 걸렸다.<br>엄마가 학생들에게 각각 약을 주면서 먹으라고 했다.<br>학생 두 명이 약을 집어 들었지만 너무 커서 안 먹었고%2C 나머지 학생은 물을 많이 마시고 먹었다.<br><br> 요약문장: 모든 학생이 약을 안 먹었다.,아니오,0
1734664829-ccecd092fbdc58af414ed424303d6e40,Subject,SFN,surface,16,매장에 있던 직원 다섯 명이 손님들에게 가방을 판매하려고 노력했지만%2C 그날따라 손님이 별로 오지 않았다.<br>결국 한 명도 가방을 팔지 않았다.<br>다음 날이 추석이라 손님들이 더욱 없어서 일찍 매장 문을 닫고 퇴근하기로 했다.<br><br><br> 요약문장: 모든 직원이 가방을 안 팔았다.,예,1
1734664829-ccecd092fbdc58af414ed424303d6e40,Object,SFN,surface,20,친구는 이사하면서 거실에 있는 의자 다섯 개를 중고로 팔려고 했지만%2C 아무 의자도 팔지 않았다.<br>관심있어서 보러 온 사람들이 있었지만 직접 보고 고민하다가 결국 사지 않았다.<br>친구는 의자를 다시 진열대에 놓고 다른 방법을 고민했다.<br><br> 요약문장: 친구가 모든 의자를 안 팔았다.,예,1
1734664829-ccecd092fbdc58af414ed424303d6e40,Subject,SFN,surface,24,미용실에서 대기중인 손님 세 명에게 잡지를 건넸지만%2C 그 누구도 잡지를 읽지 않았다.<br>대부분 스마트폰을 사용하거나 다른 일로 바빠서 잡지에 관심을 보이지 않았다.<br><br><br> 요약문장: 모든 손님이 잡지를 안 읽었다.,예,1
1734664829-ccecd092fbdc58af414ed424303d6e40,Subject,SFN,surface,8,그날 매장에 방문한 네 명의 고객들이 여러 종류의 의자를 보았지만%2C 아무도 의자를 구매하지 않았다.<br>의자들이 생각보다 불편하거나 가격이 너무 비쌌기 때문이다.<br>결국 매장에서는 그날 의자가 한 개도 팔리지 않았다.<br><br> 요약문장: 모든 고객이 의자를 안 샀다.,예,1
1734664829-ccecd092fbdc58af414ed424303d6e40,Subject,LFN,surface,6,가게에 있던 직원 다섯 명이 여러 손님들에게 신발을 추천했지만%2C <br>손님들은 아무도 신발을 구매하지 않았다.<br>직원들은 아쉬워하며 오늘 하루 동안 신발 판매를 하지 않았다는 사실을 안타까워했다.<br><br> 요약문장: 모든 직원이 신발을 팔지 않았다.,예,1
1734664829-ccecd092fbdc58af414ed424303d6e40,Object,SFN,surface,4,선배는 테이블에 놓인 라면 세 종류를 보고 고민했지만%2C 결국 어떤 라면도 먹지 않기로 했다.<br>건강을 생각해 다른 음식을 주문했다.<br>선배는 주변 사람들에게도 라면을 권하지 않고%2C 대신 샐러드를 먹었다.<br><br> 요약문장: 선배가 모든 라면을 안 먹었다.,예,1
1734664829-ccecd092fbdc58af414ed424303d6e40,Object,LFN,inverse,3,동료는 사무실에 있는 다섯 개의 상자 중 세 개만 버리고%2C 나머지 두 개는 내용물을 확인해야 해서 남겨두었다.<br>그는 버린 상자들을 분리수거장에 가져다 놓고%2C 남은 두 개는 다시 사무실 한쪽에 정리해 두었다.<br><br> 요약문장: 동료가 모든 상자를 버리지 않았다.,아니오,0
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,SFN,inverse,4,선배는 테이블에 놓인 라면 세 종류 중에서 두 가지만 먹고%2C 다른 라면은 남겨두었다.<br>이미 배가 불러 더 이상 먹을 수 없었다.<br>선배는 남은 라면을 후배들에게 나눠주었다.<br><br> 요약문장: 선배가 모든 라면을 안 먹었다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,LFN,surface,5,후배들 세 명과 같이 간식으로 과자를 나눠 먹으려고 과자를 샀는데%2C 아무도 과자를 먹지 않았다.<br>다들 식사 시간이 가까워서 간식을 피하기로 했기 때문이다.<br>결국 과자는 그대로 남아 있었고%2C 아무도 손을 대지 않았다.<br><br> 요약문장: 모든 후배가 과자를 먹지 않았다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,SFN,surface,3,동료는 사무실에 쌓여 있던 다섯 개의 상자를 처리하려고 했지만%2C 상자 안에 중요한 서류가 있을 수도 있다고 생각해 결국 하나도 버리지 않았다.<br>대신 그는 상자를 옮겨 정리하기로 했다.<br><br> 요약문장: 동료가 모든 상자를 안 버렸다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,SFN,inverse,24,미용실에서 손님 세 명에게 잡지를 건넸지만%2C 그 중 한 명은 잡지를 읽고 나머지 두 명은 읽지 않았다.<br>스마트폰을 사용하거나 다른 일로 바빠서 잡지에 관심을 보이지 않았다.<br><br> 요약문장: 모든 손님이 잡지를 안 읽었다.,아니오,0
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,LFN,inverse,10,친구는 문구점에서 세 개의 지우개를 살펴봤지만%2C <br>그 중에서 두 개만 구매하고%2C 나머지 지우개 하나는 잘 지워지지 않아서 사지 않았다.<br>친구는 구매한 두 개의 지우개를 기분 좋게 가방에 넣었다.<br><br> 요약문장: 친구가 모든 지우개를 사지 않았다.,아니오,0
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,SFN,inverse,20,친구는 이사하면서 거실에 있는 의자 다섯 개 중에 두 개는 중고로 팔고 나머지 세 개는 안 팔았다.<br>관심있어서 보러 온 사람들은 마음에 들었다.<br>친구는 나머지 세 개를 이사를 간 다른 친구에게 나눠주었다.<br><br> 요약문장: 친구가 모든 의자를 안 팔았다.,아니오,0
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,SFN,surface,23,매장을 방문한 친구 다섯 명이 컵을 살펴보았지만%2C 그 누구도 컵을 구매하지 않았다.<br>컵의 디자인이나 가격이 마음에 들지 않았기 때문이다.<br>결과적으로 매장에 진열된 컵은 한 개도 팔리지 않았다.<br><br> 요약문장: 모든 친구가 컵을 안 샀다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,LFN,surface,21,그날 수업에 참석한 학생 여섯 명이 모두 책을 가져왔지만%2C 아무도 책을 읽지 않았다.<br>수업 내용이 워낙 바쁘고 책을 읽을 시간이 없었기 때문이다.<br>선생님은 책 대신 다른 자료로 수업을 진행했다.<br><br> 요약문장: 모든 학생이 책을 읽지 않았다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,LFN,inverse,14,그날 모임에 참석한 일곱 분의 선배들 중 세 분은 과일을 먹었지만%2C 나머지 네 분은 과일을 드시지 않았다.<br>그 선배들은 이미 망고 디저트를 드셨던 것이다.<br>결국 과일을 많이 남기게 되었다.<br><br> 요약문장: 모든 선배가 과일을 먹지 않았다.,아니오,0
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,SFN,surface,15,후배 열 명이 동아리 방에 있는 비상약을 정리해야 했지만%2C 아무도 약을 버리지 않았다.<br>모든 약의 유통기한이 남았고%2C 나중에 비상시에 사용할 수도 있다는 생각이 들었기 때문이다.<br><br><br> 요약문장: 모든 후배가 약을 안 버렸다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,SFN,surface,7,그날 매장에 방문한 손님 다섯 명이 가방을 살펴봤지만%2C 아무도 가방을 구매하지 않았다.<br>대부분의 손님들은 가격이 비싸거나 원하는 디자인을 찾지 못해 가게를 떠났다.<br>직원들은 가방이 팔리지 않은 상황을 걱정하며 진열을 다시 정리했다.<br><br> 요약문장: 모든 손님이 가방을 안 샀다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,LFN,inverse,18,동료가 탕비실에 있는 과자 다섯 봉지 중에서 <br>상한 과자 세 봉지만 버리고%2C 나머지 과자 두 봉지는 남겨두었다.<br>버린 과자는 분리수거하고%2C 남은 과자는 간식 코너에 정리해 두었다.<br><br> 요약문장: 동료가 모든 과자를 버리지 않았다.,NULL,NA
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,SFN,inverse,16,매장에 있는 직원 다섯 명 중에서 두 명은 가방을 팔았고%2C 다른 세 명은 가방을 팔지 않았다.<br>가방을 판매한 직원들은 손님과 잘 소통했지만%2C 다른 직원들은 컨디션이 좋지 않아서 적극적으로 노력할 수가 없었다.<br><br><br> 요약문장: 모든 직원이 가방을 안 팔았다.,아니오,0
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,LFN,inverse,6,가게에 있던 직원 다섯 명 중 두 명은 신발을 판매했지만%2C <br>나머지 직원들은 손님들과의 실랑이 끝에 신발을 팔지 않았다.<br>신발을 팔지 않은 직원들은 아쉬워하며 판매 기록을 정리했다.<br><br> 요약문장: 모든 직원이 신발을 팔지 않았다.,아니오,0
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,LFN,surface,13,사무실에 있던 동료 네 명이 냉장고에 있는 포도를 정리하려고 했지만%2C 결국 아무도 포도를 버리지 않았다.<br>포도가 아직 신선해서 며칠 더 먹을 수 있다고 생각했기 때문이다.<br><br> 요약문장: 모든 동료가 포도를 버리지 않았다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,SFN,inverse,12,선생님은 유통기한이 임박한 라면 다섯 봉지 중에서 세 봉지만 버리고%2C <br>나머지 두 봉지는 상태가 괜찮아서 남겨두었다.<br>남은 두 봉지는 나중에 요리 수업에 사용할 계획이었다.<br>선생님은 버려야 할 라면을 따로 분리수거하였다.<br><br> 요약문장: 선생님이 모든 라면을 안 버렸다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,SFN,inverse,8,그날 매장에 방문한 네 명의 고객들 중 두 명은 의자를 사지만%2C 나머지 고객들은 의자를 사지 않았다.<br>그 고객들은 생각보다 불편하거나 가격이 너무 비싸다고 생각했다.<br>결국 매장에는 네 개의 의자만이 팔렸다.<br><br> 요약문장: 모든 고객이 의자를 안 샀다.,아니오,0
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,LFN,inverse,2,선생님이 옷 가게에서 다섯 벌의 옷을 골랐지만%2C 그 중 두 벌만 샀다.<br>나머지 옷들은 가격이 비싸거나 마음에 들지 않아 사지 않았다.<br>선생님은 구매한 옷 두 벌을 기분 좋게 포장해 들고 나왔다.<br><br> 요약문장: 선생님이 모든 옷을 사지 않았다.,아니오,0
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,LFN,surface,1,한 학생이 친구와 밖에서 눈싸움을 하고 나서 감기에 걸렸다.<br>엄마가 그 학생과 친구에게 각각 약을 세 개씩 주면서 먹으라고 한다.<br>친구는 바로 약 세 개를 먹었다.<br>학생은 약을 집어 들었지만 약이 너무 써서 안 먹었다.<br><br> 요약문장: 학생이 모든 약을 먹지 않았다.,아니오,0
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,LFN,surface,17,손님은 매장에 진열된 세 켤레의 신발을 신어보았지만%2C 마음에 드는 것이 없어서 결국 어떤 신발도 사지 않았다.<br>신발 대신 모자를 사기 위해 매장을 둘러보기로 했다.<br>직원의 추천에도 불구하고%2C 손님은 신발을 사지 않았다.<br><br> 요약문장: 손님이 모든 신발을 사지 않았다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,SFN,surface,11,학생은 시식 코너에 있는 세 종류의 라면을 보았지만%2C 결국 어떤 라면도 먹지 않았다.<br>대신 햄버거가 먹고 싶었다.<br>학생은 다른 사람들에게 라면을 권하지 않고%2C 준비된 음료를 마시며 햄버거를 사먹었다.<br><br> 요약문장: 학생이 모든 라면을 안 먹었다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,SFN,surface,19,고객은 이사할 때 필요한 상자 다섯 개를 살펴보았지만%2C 마음에 드는 상자가 없어서 결국 어떤 상자도 구매하지 않았다.<br>우선 테이프만 사기로 했고%2C 직원의 권유에도 상자를 사지 않았다.<br><br> 요약문장: 고객이 모든 상자를 안 샀다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Object,LFN,surface,9,참가자는 행사에서 제공된 콜라 다섯 종류를 먹고 싶었지만%2C 결국 아무 콜라도 마시지 않았다.<br>건강을 생각해 음료 대신 물을 선택했기 때문이다.<br>참가자는 콜라가 있는 쪽으로 가지 않고 다른 음료 코너로 이동했다.<br><br> 요약문장: 참가자가 모든 콜라를 먹지 않았다.,예,1
1734687783-608585e6b749af206d42c7fa7f6a2dff,Subject,LFN,inverse,22,그날 모임에 참석한 선배 열 분이 상품으로 초콜렛을 받았다.<br>그 중에 네 분은 초콜렛을 맛보고%2C 다른 여섯 분은 이미 다른 간식을 먹었거나 초콜렛이 너무 달아서 먹지 않았다.<br><br><br> 요약문장: 모든 선배가 초콜렛을 먹지 않았다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,SFN,surface,14,그날 모임에 참석한 일곱 분의 선배들이 과일을 드실 기회가 있었지만%2C 아무도 과일을 먹지 않았다.<br>대부분 배가 부르거나 과일을 선호하지 않았기 때문이다.<br>결국 과일은 손대지 않은 채로 그대로 남아 있었다.<br><br> 요약문장: 모든 선배가 과일을 안 먹었다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,LFN,surface,24,손님은 대기실에 놓인 잡지 세 권을 살펴보았지만%2C 재밌어 보이는 게 없어서 결국 어떤 잡지도 읽지 않았다.<br>손님은 대신 휴대폰을 사용하며 시간을 보냈다.<br>잡지들은 그대로 책상 위에 남아 있었다.<br><br> 요약문장: 손님이 모든 잡지를 읽지 않았다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,LFN,inverse,17,손님은 매장에 진열된 세 켤레의 신발을 신어보았지만%2C 결국 한 켤레만 구매하고%2C 두 켤레는 사지 않았다.<br>아쉽게도 신어보니 신발이 불편했기 때문이다.<br>손님은 구매한 신발을 계산하고%2C 사지 않은 신발은 진열대로 다시 돌려놓았다.<br><br> 요약문장: 손님이 모든 신발을 사지 않았다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,SFN,inverse,23,매장을 방문한 친구 다섯 명 중 두 명은 컵을 구매했지만%2C 나머지 세 명은 컵을 사지 않았다.<br>컵을 구매한 친구들은 디자인이 마음에 들었지만%2C 다른 친구들은 디자인이 마음에 안들었다.<br><br><br> 요약문장: 모든 친구가 컵을 안 샀다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,SFN,surface,18,동료가 탕비실에 있는 과자 다섯 봉지를 모두 정리하고 <br>새 과자를 사보려했지만 결국 어떤 과자도 버리지 않기로 했다.<br>오래 보관할 만한 과자들만 남아있었기 때문이다.<br>그래서 과자들을 보관함에 다시 넣어 두었다.<br><br> 요약문장: 동료가 모든 과자를 안 버렸다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,LFN,inverse,13,사무실에 있던 동료 네 명이 냉장고에 있는 포도를 정리하려고 했지만 그 중 한 명은 포도를 버리고 나머지는 버리지 않았다.<br>상태가 좋은 포도는 점심 시간에 간식으로 나눠 먹기로 했다.<br> <br><br> 요약문장: 모든 동료가 포도를 버리지 않았다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,LFN,inverse,21,그날 수업에 참석한 학생 여섯 명 중 세 명이 책을 읽었지만%2C 나머지 세 명은 책을 읽지 않았다.<br>책을 읽은 학생들은 과제의 일부로 읽었지만%2C 다른 학생들은 시간이 부족하거나 관심이 없어서 읽지 않았다.<br><br> 요약문장: 모든 학생이 책을 읽지 않았다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,LFN,surface,8,고객은 매장에 전시된 신상 의자 네 개를 보았지만%2C 마음에 드는 것이 없어 결국 아무 의자도 구매하지 않았다.<br>고객은 매장 직원의 추천에도 불구하고 의자 대신 다른 가구를 살펴보기로 했다.<br><br> 요약문장: 고객이 모든 의자를 사지 않았다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,LFN,inverse,9,참가자는 행사에서 제공된 콜라 다섯 종류 중에서 두 종류만 마셔보고%2C 나머지 콜라는 마시지 않았다.<br>일부는 탄산이 너무 강해서 마시기 꺼려졌고%2C 이미 배도 너무 불렀다.<br>참가자는 마시지 않은 콜라를 다른 사람들과 나눴다.<br><br> 요약문장: 참가자가 모든 콜라를 먹지 않았다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,SFN,surface,6,가게에 있던 직원 다섯 명이 여러 손님들에게 신발을 추천했지만%2C <br>손님들은 아무도 신발을 구매하지 않았다.<br>직원들은 아쉬워하며 오늘 하루 동안 신발 판매를 하지 않았다는 사실을 안타까워했다.<br><br> 요약문장: 모든 직원이 신발을 팔지 않았다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,LFN,inverse,1,한 학생이 친구와 밖에서 눈싸움을 하고 나서 감기에 걸렸다.<br>엄마가 그 학생과 친구에게 각각 약을 세 개씩 주면서 먹으라고 한다.<br>친구는 바로 약을 먹었지만 그 학생은 약이 너무 써서 한 개만 먹고 두 개는 못 먹었다.<br><br> 요약문장: 학생이 모든 약을 먹지 않았다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,SFN,surface,10,친구는 문구점에서 세 개의 지우개를 살펴봤지만%2C 결국 어떤 지우개도 사지 않았다.<br>디자인이나 품질이 마음에 들지 않았기 때문이다.<br>친구는 대신 다른 문구류를 구매하기로 하고 지우개 코너를 떠났다.<br><br> 요약문장: 친구가 모든 지우개를 안 샀다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,LFN,surface,16,직원은 진열된 다섯 종류의 가방을 손님에게 추천했지만%2C 손님은 어떤 가방도 구매하지 않았다.<br>손님은 다른 매장에서 더 좋은 제품을 찾겠다며 가게를 떠났다.<br>결국 직원은 가방을 다시 진열대에 올려두었다.<br><br> 요약문장: 직원이 모든 가방을 팔지 않았다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,LFN,inverse,5,후배들 세 명과 같이 간식으로 과자를 나눠 먹으려고 과자를 샀는데%2C 그 중 후배 한 명은 과자를 먹지 않았다.<br>그 후배들은 이미 간식으로 떡볶이를 먹었던 것이다.<br>결국 과자는 절반 정도만 소비되고 나머지는 남아 있었다.<br><br> 요약문장: 모든 후배가 과자를 먹지 않았다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,LFN,surface,12,그날 학교에 계셨던 선생님들 다섯 분이 창고에 있는 라면들을 정리하기로 했지만%2C 아무도 라면을 버리지 않았다.<br>유통기한이 아직 남아 있어 기부를 하거나 다른 용도로 사용할 수 있었기 때문이다.<br>그래서 라면들은 그대로 창고에 보관되었다.<br><br> 요약문장: 모든 선생님이 라면을 버리지 않았다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,SFN,inverse,3,동료는 사무실에 있는 다섯 개의 상자 중 세 개만 버리고%2C 나머지 두 개는 내용물을 확인해야 해서 남겨두었다.<br>그는 버린 상자들을 분리수거장에 가져다 놓고%2C 남은 두 개는 다시 사무실 한쪽에 정리해 두었다.<br><br> 요약문장: 동료가 모든 상자를 안 버렸다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,SFN,surface,22,그날 모임에 참석한 선배 열 분이 상품으로 초콜렛을 받았지만 아무도 먹지 않았다.<br>다들 건강을 생각해서 간식을 피하거나 초콜렛을 좋아하지 않았기 때문이다.<br>결국 초콜렛은 그대로 남아 있었다.<br><br> 요약문장: 모든 선배가 초콜렛을 안 먹었다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,SFN,surface,2,선생님이 옷 가게에 들어가서 옷 다섯 벌을 봤다.<br>그러나 선생님은 그 중 어떤 옷도 마음에 들지 않아 결국 아무것도 사지 않았다.<br>가게 주인은 선생님에게 할인을 제안했지만%2C 선생님은 끝내 옷을 사지 않고 가게를 나갔다.<br><br> 요약문장: 선생님이 모든 옷을 안 샀다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,SFN,inverse,15,후배 열 명이 동아리 방에 있는 비상약을 정리해야 했지만%2C 그 중 여섯 명은 비상약을 버리고 네 명은 약을 버리지 않았다.<br>유효한 약은 긴급 상황에 대비해 따로 보관했고%2C 사용 가능한 상태인 약은 다시 정리해 놓았다.<br><br> 요약문장: 모든 후배가 약을 안 버렸다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,SFN,inverse,11,학생은 시식 코너에 있는 세 종류의 라면 중에서 두 가지만 먹고%2C 나머지 하나는 먹지 않았다.<br> 이미 배가 불러 더 이상 먹을 수 없었다.<br>대신 남은 라면은 다른 친구들에게 나눠주었다.<br><br> 요약문장: 학생이 모든 라면을 안 먹었다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Object,SFN,inverse,19,고객은 이사할 때 필요한 상자 다섯 개를 살펴보았지만%2C 그 중에서 두 개만 구매하고%2C 나머지 상자 세 개는 사지 않았다.<br>나머지 상자들은 크기가 너무 크거나 디자인이 마음에 들지 않았기 때문이다.<br><br> 요약문장: 고객이 모든 상자를 안 샀다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,SFN,inverse,7,그날 매장에 방문한 손님 다섯 명 중 두 명은 가방을 구매했지만%2C 나머지 손님들은 가방을 사지 않았다.<br>그 손님들은 가방 대신 다른 액세서리를 구매했고%2C 가방을 살 마음이 없었던 손님들은 다음 기회를 기다리기로 했다.<br><br> 요약문장: 모든 손님이 가방을 안 샀다.,아니오,0
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,LFN,surface,4,선배 세 분과 식사를 했는데 그 중 아무도 라면을 먹지 않았다.<br>모두 다이어트를 하고 있거나 라면이 건강에 좋지 않다고 생각해 다른 음식을 선택했다.<br>결국 라면은 아무도 손대지 않은 채로 남겨졌다.<br><br> 요약문장: 모든 선배가 라면을 먹지 않았다.,예,1
1734693814-ad09de8e4a846d2a5e030fa419f7d890,Subject,LFN,surface,20,매장에서 친구 다섯 명이 가구를 파는 것을 도와주기로 했다.<br>친구들이 쇼파와 냉장고를 팔았지만 그 누구도 의자를 팔지는 않았다.<br>그래도 판매 실적을 올릴 수 있어서 다들 뿌듯해했다.<br><br> 요약문장: 모든 친구가 의자를 팔지 않았다.,예,1
1734695200-d8346e32ebae658c5f55f60e8fb7aad7,Object,SFN,inverse,10,친구는 문구점에서 세 개의 지우개를 살펴봤지만%2C <br>그 중에서 두 개만 구매하고%2C 나머지 지우개 하나는 잘 지워지지 않아서 사지 않았다.<br>친구는 구매한 두 개의 지우개를 기분 좋게 가방에 넣었다.<br><br> 요약문장: 친구가 모든 지우개를 안 샀다.,아니오,0
1734695200-d8346e32ebae658c5f55f60e8fb7aad7,Subject,SFN,surface,13,사무실에 있던 동료 네 명이 냉장고에 있는 포도를 정리하려고 했지만%2C 결국 아무도 포도를 버리지 않았다.<br>포도가 아직 신선해서 며칠 더 먹을 수 있다고 생각했기 때문이다.<br><br> 요약문장: 모든 동료가 포도를 안 버렸다.,예,1
1734695200-d8346e32ebae658c5f55f60e8fb7aad7,Subject,SFN,inverse,22,그날 모임에 참석한 선배 열 분이 상품으로 초콜렛을 받았다.<br>그 중에 네 분은 초콜렛을 맛보고%2C 다른 여섯 분은 이미 다른 간식을 먹었거나 초콜렛이 너무 달아서 먹지 않았다.<br><br><br> 요약문장: 모든 선배가 초콜렛을 안 먹었다.,아니오,0
1734695200-d8346e32ebae658c5f55f60e8fb7aad7,Subject,SFN,surface,5,후배들 세 명과 같이 간식으로 과자를 나눠 먹으려고 과자를 샀는데%2C 아무도 과자를 먹지 않았다.<br>다들 식사 시간이 가까워서 간식을 피하기로 했기 때문이다.<br>결국 과자는 그대로 남아 있었고%2C 아무도 손을 대지 않았다.<br><br> 요약문장: 모든 후배가 과자를 안 먹었다.,아니오,0
1734695200-d8346e32ebae658c5f55f60e8fb7aad7,Object,SFN,surface,9,참가자는 행사에서 제공된 콜라 다섯 종류를 먹고 싶었지만%2C 결국 아무 콜라도 마시지 않았다.<br>건강을 생각해 음료 대신 물을 선택했기 때문이다.<br>참가자는 콜라가 있는 쪽으로 가지 않고 다른 음료 코너로 이동했다.<br><br> 요약문장: 참가자가 모든 콜라를 안 먹었다.,예,1
1734695200-d8346e32ebae658c5f55f60e8fb7aad7,Object,LFN,surface,23,친구는 매장에 진열된 컵 다섯 개를 살펴보았지만%2C 결국 어떤 컵도 구매하지 않았다.<br>가격이 너무 비싸거나 원하는 스타일을 찾지 못했기 때문이다.<br>친구는 컵 대신 다른 물건을 구매하기로 했다.<br><br> 요약문장: 친구가 모든 컵을 사지 않았다.,예,1
1734695200-d8346e32ebae658c5f55f60e8fb7aad7,Object,SFN,inverse,18,동료가 탕비실에 있는 과자 다섯 봉지 중에서 <br>상한 과자 세 봉지만 버리고%2C 나머지 과자 두 봉지는 남겨두었다.<br>버린 과자는 분리수거하고%2C 남은 과자는 간식 코너에 정리해 두었다.<br><br> 요약문장: 동료가 모든 과자를 안 버렸다.,아니오,0
1734695200-d8346e32ebae658c5f55f60e8fb7aad7,Subject,LFN,surface,19,매장에 방문한 고객 다섯 분이 세일하는 상자들을 살펴보았지만%2C 아무도 상자를 구매하지 않았다.<br>상자들이 고객들의 필요와 맞지 않거나 가격이 너무 비쌌기 때문이다.<br>결과적으로 그날 매장에서 상자는 한 개도 팔리지 않았다.<br><br> 요약문장: 모든 고객이 상자를 사지 않았다.,NULL,NA
